"","total_genusmass","simpson","shannon","richness","Bacteria","Eukaryota","Viruses"
"sample_70",0.462593725021062,0.799032716888572,1.8302942806205,23,2.38813282262033,0.499172816116925,0.0122967840536002
"sample_71",1.33696815333576,0.167168440725554,0.415518402813295,13,20.5901432107762,0.000905135856120218,0.000580856143231381
"sample_72",0.557711982408331,0.0923306980302848,0.311364988628012,25,3.60345458274715,0.0028945375252669,0
"sample_73",-1.79463988379665,0.861696305602756,2.27057770270824,5,0.0155044693428911,0.000541284159194169,0
"sample_74",-0.583696967769962,0.79338446661446,1.9561283889754,16,0.16968371556979,0.0911135492045879,0
"sample_75",0.715974986572714,0.623735220431505,1.63253100422949,43,5.04323044956692,0.0385971500698922,0.113705117773466
"sample_76",1.48836510327397,0.498053649254375,1.21356999050517,34,30.7772528772914,0.000111124215537121,0
"sample_77",-0.768380542450996,0.908025660283019,3.00809140368787,26,0.160069244388528,0.00730958841626609,0
"sample_78",-1.50972112862014,0.711669766012864,2.33522320018428,6,0.0109847423929318,0.0176670960969671,0
"sample_79",1.05023034514314,0.41053820200847,0.651668679916286,15,0.051990812225362,8.06629608836432,3.10608483914769
"sample_80",-0.49035731200455,0.361765841737923,0.942858056745988,8,0.321207179360831,0.00082485618389829,0
"sample_81",0.230219337740023,0.343457832661378,0.790684589988068,21,1.44768060063686,0.250586462629658,0
"sample_82",1.37380798130733,0.0320839013960916,0.123671527814393,30,0.371592838198936,0.00329410678565956,23.2663040071325
"sample_83",1.552226848654,0.248258096450151,0.520686957663914,17,35.6570590997802,0.00324985154495462,0
"sample_84",-1.24220860856287,0.665947666690729,1.71510894746316,6,0.0371290142889851,0.00691282467233211,0
"sample_85",-0.861334864215515,0.655294592402214,1.4598202821462,8,0.0477601323900186,0.0113224637681159,0.0754830917874396
"sample_86",-0.736666765257472,0.262272125479717,0.700693600558489,4,0.00949017445989173,0.000355777475504962,0.156693147577475
"sample_87",0.707406748886776,0.185940737265335,0.370519723357551,6,0.0147749306593633,4.59183103242898,0.491447860829537
"sample_88",-1.75460188263582,0.659330568976784,1.38562049755825,4,0.0158156841290096,0,0
"sample_89",-2.15493661594165,0.853958014951552,2.176361124637,2,0.00670591988091653,0,0
"sample_90",-0.381868134787646,0.717100090568692,1.64269281677503,13,0.263343642197093,0,0.135303526260973
"sample_91",-0.0969381844651256,0.75461398353462,1.79716303477117,19,0.787210905708121,0.00345581022028003,0
"sample_92",-2.11348398415809,0.362912811916938,0.664478271300711,2,0.00770044841422815,0,0
"sample_93",-1.51124140895242,0.899384042013756,2.64247853853949,8,0.0296364469483349,0,0
"sample_94",-0.313614639753061,0.153990779288371,0.485273366155507,10,0.479590066445972,0.00412871536712998,0.00185502573757279
"sample_95",-1.16866020715985,0.922794516905667,3.15196446874219,13,0.0568749665217327,0.00268895959287616,0.000256091389797729
"sample_96",0.0373131381421449,0.67857919986007,1.74121944539422,24,1.08942311037993,0.000292414314124811,0
"sample_97",-0.223632372615009,0.731687479654767,1.8733452313109,24,0.576851378057927,0.0154015907314606,0.00490398908862428
"sample_98",1.08853980917724,0.661538382170252,1.93090939142826,50,12.1247509397452,0.0506582631370934,0
"sample_99",0.56234200792391,0.00638661109048788,0.0253848500170669,4,3.64838234222758,0.00203070424823329,0
"sample_100",1.90771494340876,0.595212303470932,1.39694674852596,56,80.5978128865931,0.000398408030797287,0.00398408030797287
"sample_101",-0.0125391515019924,0.855309217885037,2.47846067495875,30,0.874343859655896,0.0953082892253329,0.000270010979205058
"sample_102",1.75729704364345,0.00471454765684409,0.0235822133682448,26,0.13149466405453,0.00269755062403338,57.0519853623848
"sample_103",-1.08821498948213,0.543309380221244,0.936617816504666,3,0.0813058487509173,0,0
"sample_104",-1.69306695039419,0.904937911470905,2.84610864025814,6,0.0196374178861837,0.000238367008916288,0
"sample_105",0.837625736943707,0.79033700311525,2.15641334652952,60,6.74926675987323,0.105054115506323,0.00147544853635505
"sample_106",-0.567264610966279,0.319089005940612,1.05706074907485,11,0.266410094292656,0.00264538951431093,0
